UART command listener started.

Waiting for command:

Received '1' command. GPIO high, start read.


Addr 0x101005EE = 0x177C

Addr 0x101005F0 = 0x3D6E

Addr 0x101005F2 = 0x5C56

Addr 0x101005F4 = 0x7137

Addr 0x101005F6 = 0x7D11

Addr 0x101005F8 = 0x7CE9

Addr 0x101005FA = 0x6EC3

Addr 0x101005FC = 0x56A4

Addr 0x101005FE = 0x378F

Addr 0x10100600 = 0x1183

Addr 0x10100602 = 0xE984

Addr 0x10100604 = 0xC392

Addr 0x10100606 = 0xA4AA

Addr 0x10100608 = 0x8FC9

Addr 0x1010060A = 0x83EF

Addr 0x1010060C = 0x8417

Addr 0x1010060E = 0x923D

Addr 0x10100610 = 0xAA5C

Addr 0x10100612 = 0xC971

Addr 0x10100614 = 0xEF7D

Addr 0x10100616 = 0x177C

Addr 0x10100618 = 0x3D6E

Addr 0x1010061A = 0x5C56

Addr 0x1010061C = 0x7137

Addr 0x1010061E = 0x7D11

Addr 0x10100620 = 0x7CE9

Addr 0x10100622 = 0x6EC3

Addr 0x10100624 = 0x56A4

Addr 0x10100626 = 0x378F

Addr 0x10100628 = 0x1183

Addr 0x1010062A = 0xE984

Addr 0x1010062C = 0xC392

Addr 0x1010062E = 0xA4AA

Addr 0x10100630 = 0x8FC9

Addr 0x10100632 = 0x83EF

Addr 0x10100634 = 0x8417

Addr 0x10100636 = 0x923D

Addr 0x10100638 = 0xAA5C

Addr 0x1010063A = 0xC971

Addr 0x1010063C = 0xEF7D

Addr 0x1010063E = 0x177C

Addr 0x10100640 = 0x3D6E

Addr 0x10100642 = 0x5C56

Addr 0x10100644 = 0x7137

Addr 0x10100646 = 0x7D11

Addr 0x10100648 = 0x7CE9

Addr 0x1010064A = 0x6EC3

Addr 0x1010064C = 0x56A4

Addr 0x1010064E = 0x378F

Addr 0x10100650 = 0x1183

Addr 0x10100652 = 0xE984

Addr 0x10100654 = 0xC392

Addr 0x10100656 = 0xA4AA

Addr 0x10100658 = 0x8FC9

Addr 0x1010065A = 0x83EF

Addr 0x1010065C = 0x8417

Addr 0x1010065E = 0x923D

Addr 0x10100660 = 0xAA5C

Addr 0x10100662 = 0xC971

Addr 0x10100664 = 0xEF7D

Addr 0x10100666 = 0x177C

Addr 0x10100668 = 0x3D6E

Addr 0x1010066A = 0x5C56

Addr 0x1010066C = 0x7137

Addr 0x1010066E = 0x7D11

Addr 0x10100670 = 0x7CE9

Addr 0x10100672 = 0x6EC3

Addr 0x10100674 = 0x56A4

Addr 0x10100676 = 0x378F

Addr 0x10100678 = 0x1183

Addr 0x1010067A = 0xE984

Addr 0x1010067C = 0xC392

Addr 0x1010067E = 0xA4AA

Addr 0x10100680 = 0x8FC9

Addr 0x10100682 = 0x83EF

Addr 0x10100684 = 0x8417

Addr 0x10100686 = 0x923D

Addr 0x10100688 = 0xAA5C

Addr 0x1010068A = 0xC971

Addr 0x1010068C = 0xEF7D

Addr 0x1010068E = 0x177C

Addr 0x10100690 = 0x3D6E

Addr 0x10100692 = 0x5C56

Addr 0x10100694 = 0x7137

Addr 0x10100696 = 0x7D11

Addr 0x10100698 = 0x7CE9

Addr 0x1010069A = 0x6EC3

Addr 0x1010069C = 0x56A4

Addr 0x1010069E = 0x378F

Addr 0x101006A0 = 0x1183

Addr 0x101006A2 = 0xE984

Addr 0x101006A4 = 0xC392

Addr 0x101006A6 = 0xA4AA

Addr 0x101006A8 = 0x8FC9

Addr 0x101006AA = 0x83EF

Addr 0x101006AC = 0x8417

Addr 0x101006AE = 0x923D

Addr 0x101006B0 = 0xAA5C

Addr 0x101006B2 = 0xC971

Addr 0x101006B4 = 0xEF7D

Addr 0x101006B6 = 0x177C

Addr 0x101006B8 = 0x3D6E

Addr 0x101006BA = 0x5C56

Addr 0x101006BC = 0x7137

Addr 0x101006BE = 0x7D11

Addr 0x101006C0 = 0x7CE9

Addr 0x101006C2 = 0x6EC3

Addr 0x101006C4 = 0x56A4

Addr 0x101006C6 = 0x378F

Addr 0x101006C8 = 0x1183

Addr 0x101006CA = 0xE984

Addr 0x101006CC = 0xC392

Addr 0x101006CE = 0xA4AA

Addr 0x101006D0 = 0x8FC9

Addr 0x101006D2 = 0x83EF

Addr 0x101006D4 = 0x8417

Addr 0x101006D6 = 0x923D

Addr 0x101006D8 = 0xAA5C

Addr 0x101006DA = 0xC971

Addr 0x101006DC = 0xEF7D

Addr 0x101006DE = 0x177C

Addr 0x101006E0 = 0x3D6E

Addr 0x101006E2 = 0x5C56

Addr 0x101006E4 = 0x7137

Addr 0x101006E6 = 0x7D11

Addr 0x101006E8 = 0x7CE9

Addr 0x101006EA = 0x6EC3

Addr 0x101006EC = 0x56A4

Addr 0x101006EE = 0x378F

Addr 0x101006F0 = 0x1183

Addr 0x101006F2 = 0xE984

Addr 0x101006F4 = 0xC392

Addr 0x101006F6 = 0xA4AA

Addr 0x101006F8 = 0x8FC9

Addr 0x101006FA = 0x83EF

Addr 0x101006FC = 0x8417

Addr 0x101006FE = 0x923D

Addr 0x10100700 = 0xAA5C

Addr 0x10100702 = 0xC971

Addr 0x10100704 = 0xEF7D

Addr 0x10100706 = 0x177C

Addr 0x10100708 = 0x3D6E

Addr 0x1010070A = 0x5C56

Addr 0x1010070C = 0x7137

Addr 0x1010070E = 0x7D11

Addr 0x10100710 = 0x7CE9

Addr 0x10100712 = 0x6EC3

Addr 0x10100714 = 0x56A4

Addr 0x10100716 = 0x378F

Addr 0x10100718 = 0x1183

Addr 0x1010071A = 0xE984

Addr 0x1010071C = 0xC392

Addr 0x1010071E = 0xA4AA

Addr 0x10100720 = 0x8FC9

Addr 0x10100722 = 0x83EF

Addr 0x10100724 = 0x8417

Addr 0x10100726 = 0x923D

Addr 0x10100728 = 0xAA5C

Addr 0x1010072A = 0xC971

Addr 0x1010072C = 0xEF7D

Addr 0x1010072E = 0x177C

Addr 0x10100730 = 0x3D6E

Addr 0x10100732 = 0x5C56

Addr 0x10100734 = 0x7137

Addr 0x10100736 = 0x7D11

Addr 0x10100738 = 0x7CE9

Addr 0x1010073A = 0x6EC3

Addr 0x1010073C = 0x56A4

Addr 0x1010073E = 0x378F

Addr 0x10100740 = 0x1183

Addr 0x10100742 = 0xE984

Addr 0x10100744 = 0xC392

Addr 0x10100746 = 0xA4AA

Addr 0x10100748 = 0x8FC9

Addr 0x1010074A = 0x83EF

Addr 0x1010074C = 0x8417

Addr 0x1010074E = 0x923D

Addr 0x10100750 = 0xAA5C

Addr 0x10100752 = 0xC971

Addr 0x10100754 = 0xEF7D

Addr 0x10100756 = 0x177C

Addr 0x10100758 = 0x3D6E

Addr 0x1010075A = 0x5C56

Addr 0x1010075C = 0x7137

Addr 0x1010075E = 0x7D11

Addr 0x10100760 = 0x7CE9

Addr 0x10100762 = 0x6EC3

Addr 0x10100764 = 0x56A4

Addr 0x10100766 = 0x378F

Addr 0x10100768 = 0x1183

Addr 0x1010076A = 0xE984

Addr 0x1010076C = 0xC392

Addr 0x1010076E = 0xA4AA

Addr 0x10100770 = 0x8FC9

Addr 0x10100772 = 0x83EF

Addr 0x10100774 = 0x8417

Addr 0x10100776 = 0x923D

Addr 0x10100778 = 0xAA5C

Addr 0x1010077A = 0xC971

Addr 0x1010077C = 0xEF7D

Addr 0x1010077E = 0x177C

Addr 0x10100780 = 0x3D6E

Addr 0x10100782 = 0x5C56

Addr 0x10100784 = 0x7137

Addr 0x10100786 = 0x7D11

Addr 0x10100788 = 0x7CE9

Addr 0x1010078A = 0x6EC3

Addr 0x1010078C = 0x56A4

Addr 0x1010078E = 0x378F

Addr 0x10100790 = 0x1183

Addr 0x10100792 = 0xE984

Addr 0x10100794 = 0xC392

Addr 0x10100796 = 0xA4AA

Addr 0x10100798 = 0x8FC9

Addr 0x1010079A = 0x83EF

Addr 0x1010079C = 0x8417

Addr 0x1010079E = 0x923D

Addr 0x101007A0 = 0xAA5C

Addr 0x101007A2 = 0xC971

Addr 0x101007A4 = 0xEF7D

Addr 0x101007A6 = 0x177C

Addr 0x101007A8 = 0x3D6E

Addr 0x101007AA = 0x5C56

Addr 0x101007AC = 0x7137

Addr 0x101007AE = 0x7D11

Addr 0x101007B0 = 0x7CE9

Addr 0x101007B2 = 0x6EC3

Addr 0x101007B4 = 0x56A4

Addr 0x101007B6 = 0x378F

Addr 0x101007B8 = 0x1183

Addr 0x101007BA = 0xE984

Addr 0x101007BC = 0xC392

Addr 0x101007BE = 0xA4AA

Addr 0x101007C0 = 0x8FC9

Addr 0x101007C2 = 0x83EF

Addr 0x101007C4 = 0x8417

Addr 0x101007C6 = 0x923D

Addr 0x101007C8 = 0xAA5C

Addr 0x101007CA = 0xC971

Addr 0x101007CC = 0xEF7D

Addr 0x101007CE = 0x177C

Addr 0x101007D0 = 0x3D6E

Addr 0x101007D2 = 0x5C56

Addr 0x101007D4 = 0x7137

Addr 0x101007D6 = 0x7D11

Addr 0x101007D8 = 0x7CE9

Addr 0x101007DA = 0x6EC3

Addr 0x101007DC = 0x56A4

Addr 0x101007DE = 0x378F

Addr 0x101007E0 = 0x1183

Addr 0x101007E2 = 0xE984

Addr 0x101007E4 = 0xC392

Addr 0x101007E6 = 0xA4AA

Addr 0x101007E8 = 0x8FC9

Addr 0x101007EA = 0x83EF

Addr 0x101007EC = 0x8417

Addr 0x101007EE = 0x923D

Addr 0x101007F0 = 0xAA5C

Addr 0x101007F2 = 0xC971

Addr 0x101007F4 = 0xEF7D

Addr 0x101007F6 = 0x177C

Addr 0x101007F8 = 0x3D6E

Addr 0x101007FA = 0x5C56

Addr 0x101007FC = 0x7137

Addr 0x101007FE = 0x7D11

Addr 0x10100800 = 0x7CE9

Addr 0x10100802 = 0x6EC3

Addr 0x10100804 = 0x56A4

Addr 0x10100806 = 0x378F

Addr 0x10100808 = 0x1183

Addr 0x1010080A = 0xE984

Addr 0x1010080C = 0xC392

Addr 0x1010080E = 0xA4AA

Addr 0x10100810 = 0x8FC9

Addr 0x10100812 = 0x83EF

Addr 0x10100814 = 0x8417

Addr 0x10100816 = 0x923D

Addr 0x10100818 = 0xAA5C

Addr 0x1010081A = 0xC971

Addr 0x1010081C = 0xEF7D

Addr 0x1010081E = 0x177C

Addr 0x10100820 = 0x3D6E

Addr 0x10100822 = 0x5C56

Addr 0x10100824 = 0x7137

Addr 0x10100826 = 0x7D11

Addr 0x10100828 = 0x7CE9

Addr 0x1010082A = 0x6EC3

Addr 0x1010082C = 0x56A4

Addr 0x1010082E = 0x378F

Addr 0x10100830 = 0x1183

Addr 0x10100832 = 0xE984

Addr 0x10100834 = 0xC392

Addr 0x10100836 = 0xA4AA

Addr 0x10100838 = 0x8FC9

Addr 0x1010083A = 0x83EF

Addr 0x1010083C = 0x8417

Addr 0x1010083E = 0x923D

Addr 0x10100840 = 0xAA5C

Addr 0x10100842 = 0xC971

Addr 0x10100844 = 0xEF7D

Addr 0x10100846 = 0x177C

Addr 0x10100848 = 0x3D6E

Addr 0x1010084A = 0x5C56

Addr 0x1010084C = 0x7137

Addr 0x1010084E = 0x7D11

Addr 0x10100850 = 0x7CE9

Addr 0x10100852 = 0x6EC3

Addr 0x10100854 = 0x56A4

Addr 0x10100856 = 0x378F

Addr 0x10100858 = 0x1183

Addr 0x1010085A = 0xE984

Addr 0x1010085C = 0xC392

Addr 0x1010085E = 0xA4AA

Addr 0x10100860 = 0x8FC9

Addr 0x10100862 = 0x83EF

Addr 0x10100864 = 0x8417

Addr 0x10100866 = 0x923D

Addr 0x10100868 = 0xAA5C

Addr 0x1010086A = 0xC971

Addr 0x1010086C = 0xEF7D

Addr 0x1010086E = 0x177C

Addr 0x10100870 = 0x3D6E

Addr 0x10100872 = 0x5C56

Addr 0x10100874 = 0x7137

Addr 0x10100876 = 0x7D11

Addr 0x10100878 = 0x7CE9

Addr 0x1010087A = 0x6EC3

Addr 0x1010087C = 0x56A4

Addr 0x1010087E = 0x378F

Addr 0x10100880 = 0x1183

Addr 0x10100882 = 0xE984

Addr 0x10100884 = 0xC392

Addr 0x10100886 = 0xA4AA

Addr 0x10100888 = 0x8FC9

Addr 0x1010088A = 0x83EF

Addr 0x1010088C = 0x8417

Addr 0x1010088E = 0x923D

Addr 0x10100890 = 0xAA5C

Addr 0x10100892 = 0xC971

Addr 0x10100894 = 0xEF7D

Addr 0x10100896 = 0x177C

Addr 0x10100898 = 0x3D6E

Addr 0x1010089A = 0x5C56

Addr 0x1010089C = 0x7137

Addr 0x1010089E = 0x7D11

Addr 0x101008A0 = 0x7CE9

Addr 0x101008A2 = 0x6EC3

Addr 0x101008A4 = 0x56A4

Addr 0x101008A6 = 0x378F

Addr 0x101008A8 = 0x1183

Addr 0x101008AA = 0xE984

Addr 0x101008AC = 0xC392

Addr 0x101008AE = 0xA4AA

Addr 0x101008B0 = 0x8FC9

Addr 0x101008B2 = 0x83EF

Addr 0x101008B4 = 0x8417

Addr 0x101008B6 = 0x923D

Addr 0x101008B8 = 0xAA5C

Addr 0x101008BA = 0xC971

Addr 0x101008BC = 0xEF7D

Addr 0x101008BE = 0x177C

Addr 0x101008C0 = 0x3D6E

Addr 0x101008C2 = 0x5C56

Addr 0x101008C4 = 0x7137

Addr 0x101008C6 = 0x7D11

Addr 0x101008C8 = 0x7CE9

Addr 0x101008CA = 0x6EC3

Addr 0x101008CC = 0x56A4

Addr 0x101008CE = 0x378F

Addr 0x101008D0 = 0x1183

Addr 0x101008D2 = 0xE984

Addr 0x101008D4 = 0xC392

Addr 0x101008D6 = 0xA4AA

Addr 0x101008D8 = 0x8FC9

Addr 0x101008DA = 0x83EF

Addr 0x101008DC = 0x8417

Addr 0x101008DE = 0x923D

Addr 0x101008E0 = 0xAA5C

Addr 0x101008E2 = 0xC971

Addr 0x101008E4 = 0xEF7D

Addr 0x101008E6 = 0x177C

Addr 0x101008E8 = 0x3D6E

Addr 0x101008EA = 0x5C56

Addr 0x101008EC = 0x7137

Addr 0x101008EE = 0x7D11

Addr 0x101008F0 = 0x7CE9

Addr 0x101008F2 = 0x6EC3

Addr 0x101008F4 = 0x56A4

Addr 0x101008F6 = 0x378F

Addr 0x101008F8 = 0x1183

Addr 0x101008FA = 0xE984

Addr 0x101008FC = 0xC392

Addr 0x101008FE = 0xA4AA

Addr 0x10100900 = 0x8FC9

Addr 0x10100902 = 0x83EF

Addr 0x10100904 = 0x8417

Addr 0x10100906 = 0x923D

Addr 0x10100908 = 0xAA5C

Addr 0x1010090A = 0xC971

Addr 0x1010090C = 0xEF7D

Addr 0x1010090E = 0x177C

Addr 0x10100910 = 0x3D6E

Addr 0x10100912 = 0x5C56

Addr 0x10100914 = 0x7137

Addr 0x10100916 = 0x7D11

Addr 0x10100918 = 0x7CE9

Addr 0x1010091A = 0x6EC3

Addr 0x1010091C = 0x56A4

Addr 0x1010091E = 0x378F

Addr 0x10100920 = 0x1183

Addr 0x10100922 = 0xE984

Addr 0x10100924 = 0xC392

Addr 0x10100926 = 0xA4AA

Addr 0x10100928 = 0x8FC9

Addr 0x1010092A = 0x83EF

Addr 0x1010092C = 0x8417

Addr 0x1010092E = 0x923D

Addr 0x10100930 = 0xAA5C

Addr 0x10100932 = 0xC971

Addr 0x10100934 = 0xEF7D

Addr 0x10100936 = 0x177C

Addr 0x10100938 = 0x3D6E

Addr 0x1010093A = 0x5C56

Addr 0x1010093C = 0x7137

Addr 0x1010093E = 0x7D11

Addr 0x10100940 = 0x7CE9

Addr 0x10100942 = 0x6EC3

Addr 0x10100944 = 0x56A4

Addr 0x10100946 = 0x378F

Addr 0x10100948 = 0x1183

Addr 0x1010094A = 0xE984

Addr 0x1010094C = 0xC392

Addr 0x1010094E = 0xA4AA

Addr 0x10100950 = 0x8FC9

Addr 0x10100952 = 0x83EF

Addr 0x10100954 = 0x8417

Addr 0x10100956 = 0x923D

Addr 0x10100958 = 0xAA5C

Addr 0x1010095A = 0xC971

Addr 0x1010095C = 0xEF7D

Addr 0x1010095E = 0x177C

Addr 0x10100960 = 0x3D6E

Addr 0x10100962 = 0x5C56

Addr 0x10100964 = 0x7137

Addr 0x10100966 = 0x7D11

Addr 0x10100968 = 0x7CE9

Addr 0x1010096A = 0x6EC3

Addr 0x1010096C = 0x56A4

Addr 0x1010096E = 0x378F

Addr 0x10100970 = 0x1183

Addr 0x10100972 = 0xE984

Addr 0x10100974 = 0xC392

Addr 0x10100976 = 0xA4AA

Addr 0x10100978 = 0x8FC9

Addr 0x1010097A = 0x83EF

Addr 0x1010097C = 0x8417

Addr 0x1010097E = 0x923D

Addr 0x10100980 = 0xAA5C

Addr 0x10100982 = 0xC971

Addr 0x10100984 = 0xEF7D

Addr 0x10100986 = 0x177C

Addr 0x10100988 = 0x3D6E

Addr 0x1010098A = 0x5C56

Addr 0x1010098C = 0x7137

Addr 0x1010098E = 0x7D11

Addr 0x10100990 = 0x7CE9

Addr 0x10100992 = 0x6EC3

Addr 0x10100994 = 0x56A4

Addr 0x10100996 = 0x378F

Addr 0x10100998 = 0x1183

Addr 0x1010099A = 0xE984

Addr 0x1010099C = 0xC392

Addr 0x1010099E = 0xA4AA

Addr 0x101009A0 = 0x8FC9

Addr 0x101009A2 = 0x83EF

Addr 0x101009A4 = 0x8417

Addr 0x101009A6 = 0x923D

Addr 0x101009A8 = 0xAA5C

Addr 0x101009AA = 0xC971

Addr 0x101009AC = 0xEF7D

Addr 0x101009AE = 0x177C

Addr 0x101009B0 = 0x3D6E

Addr 0x101009B2 = 0x5C56

Addr 0x101009B4 = 0x7137

Addr 0x101009B6 = 0x7D11

Addr 0x101009B8 = 0x7CE9

Addr 0x101009BA = 0x6EC3

Addr 0x101009BC = 0x56A4

Addr 0x101009BE = 0x378F

Addr 0x101009C0 = 0x1183

Addr 0x101009C2 = 0xE984

Addr 0x101009C4 = 0xC392

Addr 0x101009C6 = 0xA4AA

Addr 0x101009C8 = 0x8FC9

Addr 0x101009CA = 0x83EF

Addr 0x101009CC = 0x8417

Addr 0x101009CE = 0x923D

Addr 0x101009D0 = 0xAA5C

Addr 0x101009D2 = 0xC971

Addr 0x101009D4 = 0xEF7D

Addr 0x101009D6 = 0x177C

Addr 0x101009D8 = 0x3D6E

Addr 0x101009DA = 0x5C56

Addr 0x101009DC = 0x7137

Addr 0x101009DE = 0x7D11

Addr 0x101009E0 = 0x7CE9

Addr 0x101009E2 = 0x6EC3

Addr 0x101009E4 = 0x56A4

Addr 0x101009E6 = 0x378F

Addr 0x101009E8 = 0x1183

Addr 0x101009EA = 0xE984

Addr 0x101009EC = 0xC392

Addr 0x101009EE = 0xA4AA

Addr 0x101009F0 = 0x8FC9

Addr 0x101009F2 = 0x83EF

Addr 0x101009F4 = 0x8417

Addr 0x101009F6 = 0x923D

Addr 0x101009F8 = 0xAA5C

Addr 0x101009FA = 0xC971

Addr 0x101009FC = 0xEF7D

Addr 0x101009FE = 0x177C

Addr 0x10100A00 = 0x3D6E

Addr 0x10100A02 = 0x5C56

Addr 0x10100A04 = 0x7137

Addr 0x10100A06 = 0x7D11

Addr 0x10100A08 = 0x7CE9

Addr 0x10100A0A = 0x6EC3

Addr 0x10100A0C = 0x56A4

Addr 0x10100A0E = 0x378F

Addr 0x10100A10 = 0x1183

Addr 0x10100A12 = 0xE984

Addr 0x10100A14 = 0xC392

Addr 0x10100A16 = 0xA4AA

Addr 0x10100A18 = 0x8FC9

Addr 0x10100A1A = 0x83EF

Addr 0x10100A1C = 0x8417

Addr 0x10100A1E = 0x923D

Addr 0x10100A20 = 0xAA5C

Addr 0x10100A22 = 0xC971

Addr 0x10100A24 = 0xEF7D

Addr 0x10100A26 = 0x177C

Addr 0x10100A28 = 0x3D6E

Addr 0x10100A2A = 0x5C56

Addr 0x10100A2C = 0x7137

Addr 0x10100A2E = 0x7D11

Addr 0x10100A30 = 0x7CE9

Addr 0x10100A32 = 0x6EC3

Addr 0x10100A34 = 0x56A4

Addr 0x10100A36 = 0x378F

Addr 0x10100A38 = 0x1183

Addr 0x10100A3A = 0xE984

Addr 0x10100A3C = 0xC392

Addr 0x10100A3E = 0xA4AA

Addr 0x10100A40 = 0x8FC9

Addr 0x10100A42 = 0x83EF

Addr 0x10100A44 = 0x8417

Addr 0x10100A46 = 0x923D

Addr 0x10100A48 = 0xAA5C

Addr 0x10100A4A = 0xC971

Addr 0x10100A4C = 0xEF7D

Addr 0x10100A4E = 0x177C

Addr 0x10100A50 = 0x3D6E

Addr 0x10100A52 = 0x5C56

Addr 0x10100A54 = 0x7137

Addr 0x10100A56 = 0x7D11

Addr 0x10100A58 = 0x7CE9

Addr 0x10100A5A = 0x6EC3

Addr 0x10100A5C = 0x56A4

Addr 0x10100A5E = 0x378F

Addr 0x10100A60 = 0x1183

Addr 0x10100A62 = 0xE984

Addr 0x10100A64 = 0xC392

Addr 0x10100A66 = 0xA4AA

Addr 0x10100A68 = 0x8FC9

Addr 0x10100A6A = 0x83EF

Addr 0x10100A6C = 0x8417

Addr 0x10100A6E = 0x923D

Addr 0x10100A70 = 0xAA5C

Addr 0x10100A72 = 0xC971

Addr 0x10100A74 = 0xEF7D

Addr 0x10100A76 = 0x177C

Addr 0x10100A78 = 0x3D6E

Addr 0x10100A7A = 0x5C56

Addr 0x10100A7C = 0x7137

Addr 0x10100A7E = 0x7D11

Addr 0x10100A80 = 0x7CE9

Addr 0x10100A82 = 0x6EC3

Addr 0x10100A84 = 0x56A4

Addr 0x10100A86 = 0x378F

Addr 0x10100A88 = 0x1183

Addr 0x10100A8A = 0xE984

Addr 0x10100A8C = 0xC392

Addr 0x10100A8E = 0xA4AA

Addr 0x10100A90 = 0x8FC9

Addr 0x10100A92 = 0x83EF

Addr 0x10100A94 = 0x8417

Addr 0x10100A96 = 0x923D

Addr 0x10100A98 = 0xAA5C

Addr 0x10100A9A = 0xC971

Addr 0x10100A9C = 0xEF7D

Addr 0x10100A9E = 0x177C

Addr 0x10100AA0 = 0x3D6E

Addr 0x10100AA2 = 0x5C56

Addr 0x10100AA4 = 0x7137

Addr 0x10100AA6 = 0x7D11

Addr 0x10100AA8 = 0x7CE9

Addr 0x10100AAA = 0x6EC3

Addr 0x10100AAC = 0x56A4

Addr 0x10100AAE = 0x378F

Addr 0x10100AB0 = 0x1183

Addr 0x10100AB2 = 0xE984

Addr 0x10100AB4 = 0xC392

Addr 0x10100AB6 = 0xA4AA

Addr 0x10100AB8 = 0x8FC9

Addr 0x10100ABA = 0x83EF

Addr 0x10100ABC = 0x8417

Addr 0x10100ABE = 0x923D

Addr 0x10100AC0 = 0xAA5C

Addr 0x10100AC2 = 0xC971

Addr 0x10100AC4 = 0xEF7D

Addr 0x10100AC6 = 0x177C

Addr 0x10100AC8 = 0x3D6E

Addr 0x10100ACA = 0x5C56

Addr 0x10100ACC = 0x7137

Addr 0x10100ACE = 0x7D11

Addr 0x10100AD0 = 0x7CE9

Addr 0x10100AD2 = 0x6EC3

Addr 0x10100AD4 = 0x56A4

Addr 0x10100AD6 = 0x378F

Addr 0x10100AD8 = 0x1183

Addr 0x10100ADA = 0xE984

Addr 0x10100ADC = 0xC392

Addr 0x10100ADE = 0xA4AA

Addr 0x10100AE0 = 0x8FC9

Addr 0x10100AE2 = 0x83EF

Addr 0x10100AE4 = 0x8417

Addr 0x10100AE6 = 0x923D

Addr 0x10100AE8 = 0xAA5C

Addr 0x10100AEA = 0xC971

Addr 0x10100AEC = 0xEF7D

Addr 0x10100AEE = 0x177C

Addr 0x10100AF0 = 0x3D6E

Addr 0x10100AF2 = 0x5C56

Addr 0x10100AF4 = 0x7137

Addr 0x10100AF6 = 0x7D11

Addr 0x10100AF8 = 0x7CE9

Addr 0x10100AFA = 0x6EC3

Addr 0x10100AFC = 0x56A4

Addr 0x10100AFE = 0x378F

Addr 0x10100B00 = 0x1183

Addr 0x10100B02 = 0xE984

Addr 0x10100B04 = 0xC392

Addr 0x10100B06 = 0xA4AA

Addr 0x10100B08 = 0x8FC9

Addr 0x10100B0A = 0x83EF

Addr 0x10100B0C = 0x8417

Addr 0x10100B0E = 0x923D

Addr 0x10100B10 = 0xAA5C

Addr 0x10100B12 = 0xC971

Addr 0x10100B14 = 0xEF7D

Addr 0x10100B16 = 0x177C

Addr 0x10100B18 = 0x3D6E

Addr 0x10100B1A = 0x5C56

Addr 0x10100B1C = 0x7137

Addr 0x10100B1E = 0x7D11

Addr 0x10100B20 = 0x7CE9

Addr 0x10100B22 = 0x6EC3

Addr 0x10100B24 = 0x56A4

Addr 0x10100B26 = 0x378F

Addr 0x10100B28 = 0x1183

Addr 0x10100B2A = 0xE984

Addr 0x10100B2C = 0xC392

Addr 0x10100B2E = 0xA4AA

Addr 0x10100B30 = 0x8FC9

Addr 0x10100B32 = 0x83EF

Addr 0x10100B34 = 0x8417

Addr 0x10100B36 = 0x923D

Addr 0x10100B38 = 0xAA5C

Addr 0x10100B3A = 0xC971

Addr 0x10100B3C = 0xEF7D

Addr 0x10100B3E = 0x177C

Addr 0x10100B40 = 0x3D6E

Addr 0x10100B42 = 0x5C56

Addr 0x10100B44 = 0x7137

Addr 0x10100B46 = 0x7D11

Addr 0x10100B48 = 0x7CE9

Addr 0x10100B4A = 0x6EC3

Addr 0x10100B4C = 0x56A4

Addr 0x10100B4E = 0x378F

Addr 0x10100B50 = 0x1183

Addr 0x10100B52 = 0xE984

Addr 0x10100B54 = 0xC392

Addr 0x10100B56 = 0xA4AA

Addr 0x10100B58 = 0x8FC9

Addr 0x10100B5A = 0x83EF

Addr 0x10100B5C = 0x8417

Addr 0x10100B5E = 0x923D

Addr 0x10100B60 = 0xAA5C

Addr 0x10100B62 = 0xC971

Addr 0x10100B64 = 0xEF7D

Addr 0x10100B66 = 0x177C

Addr 0x10100B68 = 0x3D6E

Addr 0x10100B6A = 0x5C56

Addr 0x10100B6C = 0x7137

Addr 0x10100B6E = 0x7D11

Addr 0x10100B70 = 0x7CE9

Addr 0x10100B72 = 0x6EC3

Addr 0x10100B74 = 0x56A4

Addr 0x10100B76 = 0x378F

Addr 0x10100B78 = 0x1183

Addr 0x10100B7A = 0xE984

Addr 0x10100B7C = 0xC392

Addr 0x10100B7E = 0xA4AA

Addr 0x10100B80 = 0x8FC9

Addr 0x10100B82 = 0x83EF

Addr 0x10100B84 = 0x8417

Addr 0x10100B86 = 0x923D

Addr 0x10100B88 = 0xAA5C

Addr 0x10100B8A = 0xC971

Addr 0x10100B8C = 0xEF7D

